# lag acf_value
5.00000000 1.05939546
6.00000000 1.07255812
7.00000000 1.08487991
8.00000000 1.09769124
9.00000000 1.11146569
10.00000000 1.12525825
11.00000000 1.13812963
12.00000000 1.15189068
13.00000000 1.16615879
14.00000000 1.18103527
15.00000000 1.19563089
16.00000000 1.21091744
17.00000000 1.22735199
18.00000000 1.21875594
19.00000000 1.22053963
20.00000000 1.23800305
21.00000000 1.25599243
22.00000000 1.27251290
23.00000000 1.28813434
24.00000000 1.30620462
25.00000000 1.32631153
26.00000000 1.34661671
27.00000000 1.36620510
28.00000000 1.38809076
29.00000000 1.41063301
30.00000000 1.43410362
31.00000000 1.45718380
32.00000000 1.48055327
33.00000000 1.50750421
34.00000000 1.50759054
35.00000000 1.53391404
36.00000000 1.56291775
37.00000000 1.59300690
38.00000000 1.62511189
39.00000000 1.65772576
40.00000000 1.69230997
41.00000000 1.72752188
42.00000000 1.76490060
43.00000000 1.80464779
44.00000000 1.84332501
45.00000000 1.88575883
46.00000000 1.93200510
47.00000000 0.23369196
48.00000000 0.23318197
49.00000000 0.23586358
50.00000000 0.23992217
51.00000000 0.24344960
52.00000000 0.25011562
53.00000000 0.25446531
54.00000000 0.25057837
55.00000000 0.25554710
56.00000000 0.26188259
57.00000000 0.26452220
58.00000000 0.27117148
59.00000000 0.25352672
60.00000000 0.25721768
61.00000000 0.26645939
62.00000000 0.26315359
63.00000000 0.26648283
64.00000000 0.26336417
65.00000000 0.27578127
66.00000000 0.28888742
67.00000000 0.30394457
68.00000000 0.31415126
69.00000000 0.28273942
70.00000000 0.28231166
71.00000000 0.29579892
72.00000000 0.31582424
73.00000000 0.07720226
74.00000000 0.07836075
75.00000000 0.08261022
76.00000000 0.08546901
77.00000000 0.08875744
78.00000000 0.08886106
79.00000000 0.09374181
80.00000000 0.10881572
81.00000000 0.09252281
82.00000000 0.08460348
83.00000000 0.11084468
84.00000000 0.13003378
85.00000000 0.15591141
