# lag acf_value
5.00000000 1.04127382
6.00000000 1.05085639
7.00000000 1.06234021
8.00000000 1.07541942
9.00000000 1.08905824
10.00000000 1.10289601
11.00000000 1.11559974
12.00000000 1.12813351
13.00000000 1.14242098
14.00000000 1.15706974
15.00000000 1.17046453
16.00000000 1.18560303
17.00000000 1.20172909
18.00000000 1.21698882
19.00000000 1.20974107
20.00000000 1.22532165
21.00000000 1.24378348
22.00000000 1.26201387
23.00000000 1.27338246
24.00000000 1.29227518
25.00000000 1.31225250
26.00000000 1.32294009
27.00000000 1.34340638
28.00000000 1.36363261
29.00000000 1.38494006
30.00000000 1.40785567
31.00000000 1.43073361
32.00000000 1.45608349
33.00000000 1.48170883
34.00000000 1.26252294
35.00000000 1.28363384
36.00000000 1.30819654
37.00000000 1.33488992
38.00000000 1.35989364
39.00000000 1.38824949
40.00000000 1.41613634
41.00000000 1.44566587
42.00000000 1.47731537
43.00000000 1.50894950
44.00000000 1.54186310
45.00000000 1.57581879
46.00000000 1.61398432
47.00000000 1.48813788
48.00000000 1.52490985
49.00000000 1.56338532
50.00000000 1.60567715
51.00000000 1.64632794
52.00000000 1.69384749
53.00000000 1.74060294
54.00000000 1.78118690
55.00000000 1.83749177
56.00000000 1.89243791
57.00000000 0.27600060
58.00000000 0.28124082
59.00000000 0.29107018
60.00000000 0.29359947
61.00000000 0.30328798
62.00000000 0.31475434
63.00000000 0.32445928
64.00000000 0.30837003
65.00000000 0.31804997
66.00000000 0.33338592
67.00000000 0.34735310
68.00000000 0.36639723
69.00000000 0.37299378
70.00000000 0.39297200
71.00000000 0.40134006
72.00000000 0.42940405
73.00000000 0.17532040
74.00000000 0.18711290
75.00000000 0.19271803
76.00000000 0.20540489
77.00000000 0.21310765
78.00000000 0.22372984
79.00000000 0.19314108
80.00000000 0.22162582
81.00000000 0.24233030
82.00000000 0.23243935
83.00000000 0.15052963
84.00000000 0.15835089
85.00000000 0.16642013
