# lag acf_value
5.00000000 1.00212254
6.00000000 1.00250509
7.00000000 1.00286262
8.00000000 1.00322812
9.00000000 1.00358755
10.00000000 1.00394905
11.00000000 1.00431689
12.00000000 1.00468889
13.00000000 1.00500940
14.00000000 1.00537719
15.00000000 1.00577595
16.00000000 1.00612545
17.00000000 1.00647383
18.00000000 1.00682716
19.00000000 1.00717255
20.00000000 1.00752372
21.00000000 1.00784678
22.00000000 1.00818304
23.00000000 1.00849911
24.00000000 1.00881253
25.00000000 1.00914394
26.00000000 1.00945875
27.00000000 1.00980408
28.00000000 1.01014497
29.00000000 1.01049046
30.00000000 1.01084108
31.00000000 1.01122826
32.00000000 1.01161716
33.00000000 1.01200777
34.00000000 1.01237853
35.00000000 1.01274165
36.00000000 1.01309587
37.00000000 1.01345033
38.00000000 1.01380229
39.00000000 1.01415424
40.00000000 1.01449561
41.00000000 1.01484197
42.00000000 1.01519289
43.00000000 1.01557711
44.00000000 1.01596348
45.00000000 1.01640875
46.00000000 1.01684433
47.00000000 1.01726383
48.00000000 1.01771031
49.00000000 1.01815827
50.00000000 1.01872951
51.00000000 1.01927291
52.00000000 1.01983210
53.00000000 1.02036207
54.00000000 1.02088284
55.00000000 1.02138064
56.00000000 1.02187957
57.00000000 1.02231937
58.00000000 1.02260700
59.00000000 1.02169673
60.00000000 1.02080572
61.00000000 1.01982300
62.00000000 1.01881911
63.00000000 1.01773802
64.00000000 1.01660628
65.00000000 1.01568999
66.00000000 1.01417729
67.00000000 1.01231408
68.00000000 1.01044248
69.00000000 1.00838504
70.00000000 1.00673233
71.00000000 1.00476080
72.00000000 1.00310838
73.00000000 1.00163150
74.00000000 0.99984053
75.00000000 0.99843502
76.00000000 0.99670253
77.00000000 0.99531788
78.00000000 0.99454042
79.00000000 0.99474487
80.00000000 0.99485979
81.00000000 0.99498537
82.00000000 0.99509806
83.00000000 0.99522400
84.00000000 0.99535663
85.00000000 0.99557808
86.00000000 0.99606752
87.00000000 0.99654917
88.00000000 0.99702177
89.00000000 0.99750638
90.00000000 0.99798193
91.00000000 0.99848376
92.00000000 0.99898521
93.00000000 0.99948008
94.00000000 0.99999347
95.00000000 1.00050355
96.00000000 1.00099561
97.00000000 1.00148371
98.00000000 1.00196777
99.00000000 1.00246788
