# lag acf_value
5.00000000 1.00205434
6.00000000 1.00247272
7.00000000 1.00286289
8.00000000 1.00325312
9.00000000 1.00362933
10.00000000 1.00401268
11.00000000 1.00439084
12.00000000 1.00478279
13.00000000 1.00510887
14.00000000 1.00542630
15.00000000 1.00572007
16.00000000 1.00602939
17.00000000 1.00636997
18.00000000 1.00672239
19.00000000 1.00706863
20.00000000 1.00742311
21.00000000 1.00781115
22.00000000 1.00819920
23.00000000 1.00860201
24.00000000 1.00904005
25.00000000 1.00948344
26.00000000 1.00995180
27.00000000 1.01041091
28.00000000 1.01087427
29.00000000 1.01133739
30.00000000 1.01179947
31.00000000 1.01227230
32.00000000 1.01275574
33.00000000 1.01326772
34.00000000 1.01371568
35.00000000 1.01418514
36.00000000 1.01465400
37.00000000 1.01512956
38.00000000 1.01560592
39.00000000 1.01609093
40.00000000 1.01668440
41.00000000 1.01727758
42.00000000 1.01784879
43.00000000 1.01836819
44.00000000 1.01885800
45.00000000 1.01921028
46.00000000 1.01958252
47.00000000 1.01935581
48.00000000 1.01911626
49.00000000 1.01744488
50.00000000 1.01573297
51.00000000 1.01399833
52.00000000 1.01226899
53.00000000 1.01036339
54.00000000 1.00846538
55.00000000 1.00655297
56.00000000 1.00417074
57.00000000 1.00163119
58.00000000 0.99902480
59.00000000 0.99626089
60.00000000 0.99342978
61.00000000 0.99043135
62.00000000 0.98735770
63.00000000 0.98444182
64.00000000 0.98126567
65.00000000 0.97825767
66.00000000 0.97497533
67.00000000 0.97171760
68.00000000 0.96813483
69.00000000 0.96458390
70.00000000 0.96188650
71.00000000 0.95922914
72.00000000 0.95676743
73.00000000 0.95467213
74.00000000 0.95276261
75.00000000 0.95147861
76.00000000 0.95017318
77.00000000 0.94996132
78.00000000 0.94984420
79.00000000 0.95028859
80.00000000 0.95073129
81.00000000 0.95117174
82.00000000 0.95160710
83.00000000 0.95201926
84.00000000 0.95243133
85.00000000 0.95284060
86.00000000 0.95332499
87.00000000 0.95379451
88.00000000 0.95426447
89.00000000 0.95474266
90.00000000 0.95522929
91.00000000 0.95572778
92.00000000 0.95623597
93.00000000 0.95674755
94.00000000 0.95728205
95.00000000 0.95781387
96.00000000 0.95835884
97.00000000 0.95890332
98.00000000 0.95944071
99.00000000 0.95998033
