# lag acf_value
5.00000000 1.00196007
6.00000000 1.00230219
7.00000000 1.00268141
8.00000000 1.00306237
9.00000000 1.00341886
10.00000000 1.00384141
11.00000000 1.00426825
12.00000000 1.00470358
13.00000000 1.00517261
14.00000000 1.00562434
15.00000000 1.00609251
16.00000000 1.00653433
17.00000000 1.00700656
18.00000000 1.00748401
19.00000000 1.00796577
20.00000000 1.00842049
21.00000000 1.00887708
22.00000000 1.00933213
23.00000000 1.00982130
24.00000000 1.01036208
25.00000000 1.01089965
26.00000000 1.01143395
27.00000000 1.01192023
28.00000000 1.01240547
29.00000000 1.01289019
30.00000000 1.01337357
31.00000000 1.01385318
32.00000000 1.01433841
33.00000000 1.01481511
34.00000000 1.01521161
35.00000000 1.01556785
36.00000000 1.01592480
37.00000000 1.01634119
38.00000000 1.01677746
39.00000000 1.01722382
40.00000000 1.01768981
41.00000000 1.01819243
42.00000000 1.01868745
43.00000000 1.01916834
44.00000000 1.01964927
45.00000000 1.02013654
46.00000000 1.02061741
47.00000000 1.02104662
48.00000000 1.02145723
49.00000000 1.02186731
50.00000000 1.02223894
51.00000000 1.02256811
52.00000000 1.02294133
53.00000000 1.02334835
54.00000000 1.02373832
55.00000000 1.02414450
56.00000000 1.02457416
57.00000000 1.02502842
58.00000000 1.02553489
59.00000000 1.02605526
60.00000000 1.02664248
61.00000000 1.02715976
62.00000000 1.02764782
63.00000000 1.02814293
64.00000000 1.02863084
65.00000000 1.02898281
66.00000000 1.02943420
67.00000000 1.02988773
68.00000000 1.03024171
69.00000000 1.02927166
70.00000000 1.02873659
71.00000000 1.02819995
72.00000000 1.02776368
73.00000000 1.02733328
74.00000000 1.02696500
75.00000000 1.02703747
76.00000000 1.02679801
77.00000000 1.02643083
78.00000000 1.02656189
79.00000000 1.02703886
80.00000000 1.02749829
81.00000000 1.02796481
82.00000000 1.02841454
83.00000000 1.02889813
84.00000000 1.02935033
85.00000000 1.02980266
86.00000000 1.03028939
87.00000000 1.03077393
88.00000000 1.03127028
89.00000000 1.03176878
90.00000000 1.03229981
91.00000000 1.03284766
92.00000000 1.03338568
93.00000000 1.03390614
94.00000000 1.03442226
95.00000000 1.03493107
96.00000000 1.03543092
97.00000000 1.03597692
98.00000000 1.03651231
99.00000000 1.03703968
