# lag acf_value
5.00000000 1.00310059
6.00000000 1.00366550
7.00000000 1.00422970
8.00000000 1.00479407
9.00000000 1.00535735
10.00000000 1.00592460
11.00000000 1.00649348
12.00000000 1.00706182
13.00000000 1.00762632
14.00000000 1.00819109
15.00000000 1.00875584
16.00000000 1.00932218
17.00000000 1.00988935
18.00000000 1.01045789
19.00000000 1.01102629
20.00000000 1.01159447
21.00000000 1.01216168
22.00000000 1.01272979
23.00000000 1.01329648
24.00000000 1.01386789
25.00000000 1.01444318
26.00000000 1.01501532
27.00000000 1.01558833
28.00000000 1.01616117
29.00000000 1.01673460
30.00000000 1.01731020
31.00000000 1.01788689
32.00000000 1.01846532
33.00000000 1.01904374
34.00000000 1.01962027
35.00000000 1.02019459
36.00000000 1.02077442
37.00000000 1.02135726
38.00000000 1.02194159
39.00000000 1.02252726
40.00000000 1.02311378
41.00000000 1.02370356
42.00000000 1.02429207
43.00000000 1.02488093
44.00000000 1.02547303
45.00000000 1.02606597
46.00000000 1.02665824
47.00000000 1.02724846
48.00000000 1.02783844
49.00000000 1.02842960
50.00000000 1.02902051
51.00000000 1.02961019
52.00000000 1.03020377
53.00000000 1.03080112
54.00000000 1.03139492
55.00000000 1.03199420
56.00000000 1.03259458
57.00000000 1.03319902
58.00000000 1.03380503
59.00000000 1.03441142
60.00000000 1.03502422
61.00000000 1.03563425
62.00000000 1.03623695
63.00000000 1.03683557
64.00000000 1.03743484
65.00000000 1.03803530
66.00000000 1.03863891
67.00000000 1.03923280
68.00000000 1.03981820
69.00000000 1.04021415
70.00000000 1.04068973
71.00000000 1.04116360
72.00000000 1.04167700
73.00000000 1.04218371
74.00000000 1.04268337
75.00000000 1.04320065
76.00000000 1.04362420
77.00000000 1.04404955
78.00000000 1.04453490
79.00000000 1.04513477
80.00000000 1.04572943
81.00000000 1.04632179
82.00000000 1.04690984
83.00000000 1.04751228
84.00000000 1.04811098
85.00000000 1.04871548
86.00000000 1.04934128
87.00000000 1.04996892
88.00000000 1.05059597
89.00000000 1.05122298
90.00000000 1.05185008
91.00000000 1.05247845
92.00000000 1.05310909
93.00000000 1.05374097
94.00000000 1.05437364
95.00000000 1.05501199
96.00000000 1.05564227
97.00000000 1.05627539
98.00000000 1.05691235
99.00000000 1.05755048
