# lag acf_value
5.00000000 1.03182516
6.00000000 1.03793370
7.00000000 1.04192328
8.00000000 1.04746235
9.00000000 1.05351900
10.00000000 1.05989100
11.00000000 1.06628574
12.00000000 1.07271561
13.00000000 1.07920814
14.00000000 1.08588092
15.00000000 1.09249264
16.00000000 1.09940085
17.00000000 1.10620880
18.00000000 1.11305612
19.00000000 1.12003087
20.00000000 1.12730010
21.00000000 1.13436410
22.00000000 1.14174646
23.00000000 1.14914894
24.00000000 1.15659448
25.00000000 1.16412914
26.00000000 1.17169330
27.00000000 1.17941282
28.00000000 1.18726242
29.00000000 1.19528015
30.00000000 1.20332565
31.00000000 1.21149313
32.00000000 1.21991306
33.00000000 1.22853762
34.00000000 1.23714891
35.00000000 1.24606028
36.00000000 1.25500040
37.00000000 1.26396612
38.00000000 1.26715653
39.00000000 1.27523264
40.00000000 1.28477719
41.00000000 1.29417807
42.00000000 1.30402341
43.00000000 1.31396549
44.00000000 1.32319329
45.00000000 1.33296729
46.00000000 1.34345191
47.00000000 1.35372658
48.00000000 1.36442905
49.00000000 1.37522574
50.00000000 1.38599489
51.00000000 1.39721301
52.00000000 1.40529415
53.00000000 1.41657913
54.00000000 1.42821016
55.00000000 1.44004750
56.00000000 1.45214615
57.00000000 1.46458221
58.00000000 1.47704005
59.00000000 1.48987563
60.00000000 1.50290054
61.00000000 1.51605083
62.00000000 1.52942230
63.00000000 1.54306282
64.00000000 1.55683520
65.00000000 1.57079237
66.00000000 1.58524273
67.00000000 1.59997995
68.00000000 1.61480523
69.00000000 1.60206962
70.00000000 1.61751446
71.00000000 1.63319281
72.00000000 1.64902297
73.00000000 1.66530271
74.00000000 1.68178285
75.00000000 1.69865104
76.00000000 1.71568984
77.00000000 1.73279042
78.00000000 1.75070387
79.00000000 1.76911181
80.00000000 1.78792910
81.00000000 1.80691661
82.00000000 1.82646363
83.00000000 1.84624507
84.00000000 1.86675297
85.00000000 1.88761457
86.00000000 1.90890863
87.00000000 1.93080911
88.00000000 1.94992197
89.00000000 1.97246844
90.00000000 1.99622388
91.00000000 2.02026418
92.00000000 2.04513976
93.00000000 2.07014317
94.00000000 2.04397546
95.00000000 2.04794760
96.00000000 2.07407320
97.00000000 2.10114723
98.00000000 2.12894268
99.00000000 2.15736048
