# lag acf_value
5.00000000 1.00276654
6.00000000 1.00324030
7.00000000 1.00368481
8.00000000 1.00412852
9.00000000 1.00455016
10.00000000 1.00498803
11.00000000 1.00541794
12.00000000 1.00590552
13.00000000 1.00636200
14.00000000 1.00681471
15.00000000 1.00722708
16.00000000 1.00764121
17.00000000 1.00807102
18.00000000 1.00850385
19.00000000 1.00892750
20.00000000 1.00935768
21.00000000 1.00978833
22.00000000 1.01022122
23.00000000 1.01066386
24.00000000 1.01116526
25.00000000 1.01168853
26.00000000 1.01220255
27.00000000 1.01271792
28.00000000 1.01323259
29.00000000 1.01374831
30.00000000 1.01427714
31.00000000 1.01480667
32.00000000 1.01535996
33.00000000 1.01590662
34.00000000 1.01639899
35.00000000 1.01687412
36.00000000 1.01739588
37.00000000 1.01793467
38.00000000 1.01848274
39.00000000 1.01903541
40.00000000 1.01957548
41.00000000 1.02012751
42.00000000 1.02066813
43.00000000 1.02121173
44.00000000 1.02176249
45.00000000 1.02231051
46.00000000 1.02288766
47.00000000 1.02345458
48.00000000 1.02401429
49.00000000 1.02457327
50.00000000 1.02513010
51.00000000 1.02568502
52.00000000 1.02624288
53.00000000 1.02682877
54.00000000 1.02738341
55.00000000 1.02795661
56.00000000 1.02850554
57.00000000 1.02906781
58.00000000 1.02962830
59.00000000 1.03019861
60.00000000 1.03061885
61.00000000 1.03093759
62.00000000 1.03102110
63.00000000 1.03089480
64.00000000 1.03052200
65.00000000 1.02963121
66.00000000 1.02878989
67.00000000 1.02609725
68.00000000 1.02359205
69.00000000 1.01403725
70.00000000 1.00729678
71.00000000 1.00091400
72.00000000 0.99557616
73.00000000 0.99070887
74.00000000 0.98661464
75.00000000 0.98369045
76.00000000 0.97946853
77.00000000 0.97798651
78.00000000 0.97662786
79.00000000 0.97699287
80.00000000 0.97736468
81.00000000 0.97768308
82.00000000 0.97793918
83.00000000 0.97829099
84.00000000 0.97856079
85.00000000 0.97887073
86.00000000 0.97934223
87.00000000 0.97982708
88.00000000 0.98028316
89.00000000 0.98075446
90.00000000 0.98118189
91.00000000 0.98161668
92.00000000 0.98204069
93.00000000 0.98248491
94.00000000 0.98296877
95.00000000 0.98350995
96.00000000 0.98408375
97.00000000 0.98465744
98.00000000 0.98524604
99.00000000 0.98583186
