# lag acf_value
5.00000000 1.00256381
6.00000000 1.00292800
7.00000000 1.00311153
8.00000000 1.00330447
9.00000000 1.00348742
10.00000000 1.00369149
11.00000000 1.00378759
12.00000000 1.00386249
13.00000000 1.00434354
14.00000000 1.00481314
15.00000000 1.00527983
16.00000000 1.00578147
17.00000000 1.00628065
18.00000000 1.00678091
19.00000000 1.00727275
20.00000000 1.00776458
21.00000000 1.00825296
22.00000000 1.00875311
23.00000000 1.00925523
24.00000000 1.00978215
25.00000000 1.01033301
26.00000000 1.01084910
27.00000000 1.01137487
28.00000000 1.01190513
29.00000000 1.01241546
30.00000000 1.01293042
31.00000000 1.01346494
32.00000000 1.01400270
33.00000000 1.01453487
34.00000000 1.01504812
35.00000000 1.01554230
36.00000000 1.01606409
37.00000000 1.01658965
38.00000000 1.01711502
39.00000000 1.01764947
40.00000000 1.01819403
41.00000000 1.01874018
42.00000000 1.01927628
43.00000000 1.01981226
44.00000000 1.02035226
45.00000000 1.02089188
46.00000000 1.02142436
47.00000000 1.02193571
48.00000000 1.02244702
49.00000000 1.02295967
50.00000000 1.02345027
51.00000000 1.02392441
52.00000000 1.02442632
53.00000000 1.02492820
54.00000000 1.02541058
55.00000000 1.02590289
56.00000000 1.02639909
57.00000000 1.02691623
58.00000000 1.02746970
59.00000000 1.02806926
60.00000000 1.02867658
61.00000000 1.02927106
62.00000000 1.02984936
63.00000000 1.03043320
64.00000000 1.03102272
65.00000000 1.03153345
66.00000000 1.03205845
67.00000000 1.03251798
68.00000000 1.03303210
69.00000000 1.03217840
70.00000000 1.03125143
71.00000000 1.03012821
72.00000000 1.02891236
73.00000000 1.02745494
74.00000000 1.02599931
75.00000000 1.02519299
76.00000000 1.02205105
77.00000000 1.01903719
78.00000000 1.01701411
79.00000000 1.01669945
80.00000000 1.01625670
81.00000000 1.01569172
82.00000000 1.01523959
83.00000000 1.01498159
84.00000000 1.01448424
85.00000000 1.01407490
86.00000000 1.01456981
87.00000000 1.01506297
88.00000000 1.01553869
89.00000000 1.01601151
90.00000000 1.01647391
91.00000000 1.01698326
92.00000000 1.01750995
93.00000000 1.01802581
94.00000000 1.01857530
95.00000000 1.01914948
96.00000000 1.01972801
97.00000000 1.02030264
98.00000000 1.02088241
99.00000000 1.02147995
